,Unnamed: 0,agent0_angle,time,frames,agent1_angle,agent1_x,agent0_y,agent0_x,agent1_y,agent0_vx,agent0_vy,agent0_speed,agent0/agent1_dist,agent1_vx,agent1_vy,agent1_speed
775,775,-20.1992,Wed Mar 01 12:17:51 2017,776,203.291,49.8536,23.1178,46.4478,26.8521,20.686085937500007,6.496790234375025,,5.054153750134636,-3.789971289062533,-0.03398124999999626,
776,776,-26.6206,Wed Mar 01 12:17:51 2017,777,203.617,49.6752,23.3228,46.9611,26.8505,15.263952734374966,6.536081054687509,,4.4509556389611395,-1.8944546875000368,-0.01699062499999813,
777,777,-40.9851,Wed Mar 01 12:17:51 2017,778,200.671,49.6752,23.7333,47.8852,26.8505,12.021929101562513,6.56475273437498,,3.594584237432752,0.0,0.0,
778,778,-49.0543,Wed Mar 01 12:17:51 2017,779,200.671,49.6752,23.941,48.0932,26.8505,7.775334765625064,9.945887109374985,,3.311784149065272,-1.8955166015624965,-0.01699062499999813,
779,779,-65.5939,Wed Mar 01 12:17:51 2017,780,197.592,49.4967,24.6699,48.6174,26.8489,7.844359179687441,13.283483007812515,,2.349725407361464,-1.8955166015624965,-0.01699062499999813,
780,780,-71.8257,Wed Mar 01 12:17:51 2017,781,194.333,49.4967,25.1919,48.8319,26.8489,5.751326562499952,16.634883789062513,,1.7853873641313809,-1.8806498046874556,-1.9146310546874896,
781,781,-80.0914,Wed Mar 01 12:17:51 2017,782,192.246,49.3196,26.2364,49.159,26.6686,3.6413033203125025,18.870212890625012,,0.4610739636978022,-1.8806498046874556,-1.9146310546874896,
782,782,-80.5155,Wed Mar 01 12:17:51 2017,783,192.246,49.3196,26.9689,49.1748,26.6686,1.4102218750000335,15.543236132812494,,0.3333873572887866,-1.8944546875000368,-0.01699062499999813,
783,783,-77.2691,Wed Mar 01 12:17:51 2017,784,192.466,49.1412,27.7001,49.2918,26.667,3.7230707031250003,23.272908593749975,,1.044019142544808,-3.789971289062533,-0.03398124999999626,
784,784,-71.8084,Wed Mar 01 12:17:51 2017,785,194.712,48.9627,29.1605,49.5254,26.6654,5.867075195312446,23.2293701171875,,2.5577637302925353,-3.791033203124993,-0.033981250000033984,
785,785,-68.1963,Wed Mar 01 12:17:51 2017,786,198.084,48.7842,29.8876,49.8443,26.6638,7.911259765625049,18.738535546875017,,3.3936261505946708,-1.8955166015624965,-0.016990625000035856,
786,786,-63.0239,Wed Mar 01 12:17:51 2017,787,198.084,48.7842,30.9251,50.2704,26.6638,6.764392578125006,15.415806445312526,,4.513033140804533,-1.8955166015624965,-0.015928710937500604,
787,787,-63.024,Wed Mar 01 12:17:51 2017,788,200.256,48.6057,31.3393,50.4813,26.6623,12.374484570312447,27.47808828125002,,5.0390678066483705,-1.8955166015624965,-0.015928710937500604,
788,788,-77.2916,Wed Mar 01 12:17:51 2017,789,200.345,48.6057,33.5127,51.4357,26.6623,10.20605605468752,26.392812109374987,,7.411941726700234,-1.8955166015624965,-0.01699062499999813,
789,789,-83.277,Wed Mar 01 12:17:51 2017,790,198.74400000000003,48.4272,33.8247,51.4424,26.6607,1.2573062500000125,8.819196289062507,,7.7726653755323865,-1.8955166015624965,-0.01699062499999813,
790,790,-85.8924,Wed Mar 01 12:17:52 2017,791,196.165,48.4272,34.3432,51.5541,26.6607,1.3932312499999975,15.434920898437483,,8.294474658469943,0.0,0.0,
791,791,268.411,Wed Mar 01 12:17:52 2017,792,196.165,48.4272,35.2782,51.5736,26.6607,-0.7242253906249722,16.56161171874996,,9.173938042629239,-1.8944546874999613,-0.01699062499999813,
792,792,265.647,Wed Mar 01 12:17:52 2017,793,195.746,48.2488,35.9028,51.4859,26.6591,-1.7256103515625152,19.87053593750002,,9.794120996802112,-1.8944546874999613,-0.01699062499999813,
793,793,268.413,Wed Mar 01 12:17:52 2017,794,193.66,48.2488,37.1494,51.4111,26.6591,-0.6573248046875149,19.843988085937543,,10.956574983999333,-1.8817117187500665,-1.9146310546874896,
794,794,268.413,Wed Mar 01 12:17:52 2017,795,196.302,48.0716,37.7715,51.424,26.4788,0.2962740234374509,14.309291992187465,,11.779798769503666,-1.8817117187500665,-1.9146310546874896,
795,795,-85.8826,Wed Mar 01 12:17:52 2017,796,196.302,48.0716,38.4969,51.43899999999999,26.4788,0.4332609374999712,20.897406835937502,,12.48094989854538,-1.8955166015624965,-0.01699062499999813,
796,796,-85.881,Wed Mar 01 12:17:52 2017,797,198.5,47.8931,39.7394,51.4648,26.4772,1.4781843750001014,19.766468359375036,,13.734736609414833,-1.8955166015624965,-0.01699062499999813,
797,797,-82.9711,Wed Mar 01 12:17:52 2017,798,200.151,47.8931,40.3583,51.5782,26.4772,1.363497656250067,14.257258203124973,,14.36192533123606,-1.8955166015624965,-0.01699062499999813,
798,798,-83.2594,Wed Mar 01 12:17:52 2017,799,201.448,47.7146,41.082,51.5932,26.4756,0.43432285156250644,20.854930273437528,,15.11259272659725,-1.8955166015624965,-0.01699062499999813,
799,799,-88.8101,Wed Mar 01 12:17:52 2017,800,201.448,47.7146,42.3222,51.6191,26.4756,1.4792462890624858,19.728239453124974,,16.320534666793247,0.0,0.0,
800,800,268.403,Wed Mar 01 12:17:52 2017,801,201.974,47.7146,42.9398,51.7325,26.4756,-0.6764392578125458,18.658891992187513,,16.94737153808814,0.0,0.0,
801,801,262.456,Wed Mar 01 12:17:52 2017,802,203.216,47.7146,44.0793,51.5554,26.4756,-1.743662890625011,18.673758789062553,,18.017824461626883,-1.8955166015624965,-0.01699062499999813,
802,802,256.824,Wed Mar 01 12:17:52 2017,803,201.202,47.5361,44.6983,51.5683,26.474,-2.8310628906249664,17.586358789062448,,18.665040780292983,-1.8955166015624965,-0.01699062499999813,
803,803,254.105,Wed Mar 01 12:17:52 2017,804,201.202,47.5361,45.7354,51.2888,26.474,-3.896162695312512,17.59803984374996,,19.623564590817846,0.0,0.0,
804,804,256.824,Wed Mar 01 12:17:52 2017,805,199.185,47.5361,46.3555,51.2014,26.474,-2.9213255859375202,13.191096484375043,,20.216539425430852,0.0,0.0,
805,805,256.825,Wed Mar 01 12:17:52 2017,806,199.15,47.5361,46.9776,51.0137,26.474,-4.913476367187481,19.787706640624986,,20.79642552747948,0.0,0.0,
806,806,265.35200000000003,Wed Mar 01 12:17:52 2017,807,199.006,47.5361,48.2189,50.7387,26.474,-3.870676757812496,18.664201562499965,,21.97947503399478,0.0,0.0,
807,807,268.423,Wed Mar 01 12:17:52 2017,808,199.006,47.5361,48.7352,50.6492,26.474,0.36848417968750896,17.464238671875044,,22.47782055827477,-1.8955166015624965,-0.01699062499999813,
808,808,-88.7876,Wed Mar 01 12:17:52 2017,809,200.706,47.3576,49.8635,50.7734,26.4724,0.347245898437483,16.37046718750003,,23.639188836548517,-1.8955166015624965,-0.01699062499999813,
809,809,268.274,Wed Mar 01 12:17:52 2017,810,200.44,47.3576,50.2768,50.6819,26.4724,-0.9228033203124998,6.574309960937458,,24.03539951509024,-1.8955166015624965,-0.01699062499999813,
810,810,256.818,Wed Mar 01 12:17:52 2017,811,201.893,47.1791,50.4826,50.6865,26.4708,1.136248046874993,3.2547666015624976,,24.26661068216985,-1.8955166015624965,-0.01699062499999813,
811,811,247.785,Wed Mar 01 12:17:53 2017,812,201.893,47.1791,50.5833,50.7889,26.4708,1.0873999999999557,1.0693474609375355,,24.381208179456575,0.0,0.0,
812,812,247.785,Wed Mar 01 12:17:53 2017,813,203.818,47.1791,50.5833,50.7889,26.4708,0.022300195312485754,1.0937714843750164,,24.381208179456575,0.0,0.0,
813,813,241.388,Wed Mar 01 12:17:53 2017,814,203.802,47.1791,50.6863,50.791,26.4708,0.018052539062495654,1.0980191406250064,,24.483387467015262,-1.8955166015624965,-0.01699062499999813,
814,814,228.949,Wed Mar 01 12:17:53 2017,815,202.416,47.0006,50.6867,50.7906,26.4692,1.049171093750045,-0.016990625000035856,,24.512270524168095,-1.8955166015624965,-0.01699062499999813,
815,815,207.228,Wed Mar 01 12:17:53 2017,816,202.416,47.0006,50.6847,50.8898,26.4692,2.1344472656250058,1.041737695312449,,24.52582958617302,0.0,0.0,
816,816,192.948,Wed Mar 01 12:17:53 2017,817,203.002,47.0006,50.7848,50.9916,26.4692,1.0778427734375158,1.0587283203124849,,24.64095136880879,0.0,0.0,
817,817,181.376,Wed Mar 01 12:17:53 2017,818,202.551,47.0006,50.7844,50.9913,26.4692,-0.005309570312449899,-0.014866796874965352,,24.640508061523402,-1.881711718749991,-1.9146310546874896,
818,818,156.865,Wed Mar 01 12:17:53 2017,819,203.799,46.8234,50.7834,50.9911,26.2889,0.023362109374945553,1.0746570312499855,,24.846534034750196,-1.881711718749991,-1.9146310546874896,
819,819,146.164,Wed Mar 01 12:17:53 2017,820,203.799,46.8234,50.8856,50.9935,26.2889,0.03398124999999626,1.0789046874999755,,24.947692977507955,0.0,0.0,
820,820,121.114,Wed Mar 01 12:17:53 2017,821,205.967,46.8234,50.885,50.9943,26.2889,0.03716699218752656,1.085276171875036,,24.947235157828608,0.0,0.0,
821,821,109.249,Wed Mar 01 12:17:53 2017,822,205.97,46.8234,50.9878,50.997,26.2889,-1.0778427734375158,-1.0640378906250103,,25.049043857401024,-1.8955166015624965,-0.016990625000035856,
822,822,99.5437,Wed Mar 01 12:17:53 2017,823,206.515,46.6449,50.7848,50.8928,26.2873,-2.234267187499999,-5.393461523437494,,24.863068206880662,-1.8955166015624965,-0.016990625000035856,
823,823,85.3478,Wed Mar 01 12:17:53 2017,824,206.515,46.6449,50.4799,50.7866,26.2873,-0.17840156249988603,-8.716190624999983,,24.54456301607344,0.0,0.0,
824,824,82.8857,Wed Mar 01 12:17:53 2017,825,206.71,46.6449,49.964,50.87600000000001,26.2873,2.823629492187522,-17.532201171875037,,24.051784343370457,0.0,0.0,
825,825,88.2676,Wed Mar 01 12:17:53 2017,826,207.702,46.6449,48.8289,51.0525,26.2873,1.7787060546873914,-16.424624804687515,,22.96847117942333,0.0,0.0,
826,826,99.9609,Wed Mar 01 12:17:53 2017,827,207.778,46.6449,48.4173,51.0435,26.2873,-1.3284544921875354,-11.996443164062498,,22.562902782221972,0.0,0.0,
827,827,114.646,Wed Mar 01 12:17:53 2017,828,207.778,46.6449,47.6992,50.9274,26.2873,-3.4597160156250104,-11.95184277343745,,21.835962718872736,0.0,0.0,
828,828,119.665,Wed Mar 01 12:17:53 2017,829,206.725,46.6449,47.2918,50.7177,26.2873,-3.3864439453124926,-8.672652148437471,,21.395717330578105,-1.8955166015624965,-0.01699062499999813,
829,829,125.056,Wed Mar 01 12:17:53 2017,830,207.611,46.4664,46.8825,50.6085,26.2857,-5.541067578124989,-9.723947070312512,,21.00916853780749,-1.8955166015624965,-0.01699062499999813,
830,830,123.47,Wed Mar 01 12:17:53 2017,831,210.651,46.4664,46.3761,50.1959,26.2857,-10.9918724609375,-15.092984570312524,,20.433632628830345,0.0,0.0,
831,831,117.215,Wed Mar 01 12:17:53 2017,832,210.651,46.4664,45.4612,49.5734,26.2857,-8.861672851562485,-15.149266015625006,,19.425582340048393,0.0,0.0,
832,832,110.988,Wed Mar 01 12:17:54 2017,833,211.942,46.4664,44.9495,49.3614,26.2857,-4.570478124999988,-14.153190624999988,,18.886991699050437,0.0,0.0,
833,833,94.1817,Wed Mar 01 12:17:54 2017,834,216.495,46.4664,44.1284,49.143,26.2857,-3.5053783203125173,-14.180800390625,,18.04234272066685,0.0,0.0,
834,834,85.6831,Wed Mar 01 12:17:54 2017,835,220.811,46.4664,43.6141,49.0313,26.2857,0.7146681640624567,-16.472410937500015,,17.517196081850546,0.0,0.0,
835,835,73.2504,Wed Mar 01 12:17:54 2017,836,220.811,46.4664,42.5772,49.2103,26.2857,3.872800585937491,-18.74065937500001,,16.520955161854292,0.0,0.0,
836,836,74.1416,Wed Mar 01 12:17:54 2017,837,224.503,46.4664,41.8493,49.396,26.2857,6.987394531250014,-23.21768906249999,,15.836925241978003,0.0,0.0,
837,837,76.862,Wed Mar 01 12:17:54 2017,838,226.226,46.4664,40.3908,49.8683,26.2857,6.988456445312473,-23.2293701171875,,14.509540641247055,-1.8827736328125262,-1.9146310546874896,
838,838,82.9229,Wed Mar 01 12:17:54 2017,839,226.241,46.2891,39.6618,50.0541,26.1054,2.8990253906250345,-14.364511523437487,,14.069513351925147,-1.8827736328125262,-1.9146310546874896,
839,839,91.2214,Wed Mar 01 12:17:54 2017,840,226.241,46.2891,39.0381,50.1413,26.1054,0.687058398437521,-17.63626875000002,,13.494227437315558,0.0,0.0,
840,840,102.209,Wed Mar 01 12:17:54 2017,841,226.417,46.2891,38.001,50.1188,26.1054,-1.4516365234374746,-17.60547324218748,,12.496875667541866,0.0,0.0,
841,841,104.859,Wed Mar 01 12:17:54 2017,842,225.466,46.2891,37.3802,50.0046,26.1054,-3.519183203125023,-14.270001171874943,,11.871228044730676,-1.8955166015624965,-0.01699062499999813,
842,842,105.547,Wed Mar 01 12:17:54 2017,843,227.813,46.1106,36.6572,49.7874,26.1038,-5.872384765625047,-24.174473632812486,,11.175558590066094,-1.8955166015624965,-0.01699062499999813,
843,843,96.7763,Wed Mar 01 12:17:54 2017,844,227.813,46.1106,35.1037,49.4516,26.1038,-3.7305041015624454,-24.22438359375006,,9.600025052571482,0.013804882812505553,-1.8976404296874916,
844,844,91.2349,Wed Mar 01 12:17:54 2017,845,229.647,46.1119,34.376,49.4361,25.9251,-1.5217228515624621,-20.971740820312558,,9.081190255137262,-1.881711718749991,-1.9146310546874896,
845,845,82.5204,Wed Mar 01 12:17:54 2017,846,231.71,45.9334,33.1288,49.3083,25.9235,0.6467056640624642,-19.909826757812464,,7.956525504263779,-1.881711718749991,-1.9156929687499873,
846,846,76.8926,Wed Mar 01 12:17:54 2017,847,232.681,45.9347,32.5011,49.497,25.7447,2.957430664062436,-12.212011718749986,,7.637992029977512,0.013804882812505553,-1.898702343749989,
847,847,73.2828,Wed Mar 01 12:17:54 2017,848,232.681,45.9347,31.9788,49.5868,25.7447,6.034857617187508,-18.90419414062501,,7.225083890170407,0.0,0.0,
848,848,70.5214,Wed Mar 01 12:17:54 2017,849,231.936,45.9347,30.7209,50.0653,25.7447,6.036981445312502,-18.913751367187487,,6.467180436635427,-1.8965785156249564,-0.016990625000035856,
849,849,74.1724,Wed Mar 01 12:17:54 2017,850,227.37,45.7561,30.1977,50.1553,25.7431,1.9348074218750182,-10.003230468750003,,6.260704576962562,-1.8827736328125262,-1.9146310546875274,
850,850,76.891,Wed Mar 01 12:17:54 2017,851,226.318,45.7574,29.7789,50.2475,25.5644,3.055126757812661,-7.795511132812517,,6.158165981848821,0.0138048828124301,-1.8976404296874916,
851,851,70.52199999999998,Wed Mar 01 12:17:54 2017,852,226.318,45.7574,29.4636,50.44300000000001,25.5644,1.0024468750000028,-3.3333482421875034,,6.095786085485623,0.0,0.0,
852,852,67.8577,Wed Mar 01 12:17:54 2017,853,224.762,45.7574,29.465,50.3419,25.5644,-3.2016708984376216,1.1596101562500138,,6.019328916914248,-1.8827736328124507,-1.9156929687499873,
853,853,44.7707,Wed Mar 01 12:17:54 2017,854,225.87,45.5801,29.5728,50.1415,25.384,-4.279513671875062,1.174476953125017,,6.192932697841952,-3.778290234374947,-1.9326835937499853,
854,854,36.2756,Wed Mar 01 12:17:55 2017,855,225.041,45.4016,29.5756,49.9389,25.3824,-5.333994335937481,2.2884248046874864,,6.178188855158116,-1.8955166015624965,-0.01699062499999813,
855,855,15.9809,Wed Mar 01 12:17:55 2017,856,225.041,45.4016,29.7883,49.6392,25.3824,-4.262523046874951,2.2693103515624933,,6.113035953599487,0.0,0.0,
856,856,3.70471,Wed Mar 01 12:17:55 2017,857,228.593,45.4016,29.7893,49.5375,25.3824,-3.2547666015624976,-1.073595117187488,,6.043710484462339,0.013804882812505553,-1.898702343749989,
857,857,-5.14283,Wed Mar 01 12:17:55 2017,858,227.069,45.4029,29.6872,49.3327,25.2036,-3.2717572265625336,-2.1886048828124927,,5.962046376874302,0.013804882812505553,-1.898702343749989,
858,858,-27.8,Wed Mar 01 12:17:55 2017,859,227.19,45.4029,29.5832,49.2294,25.2036,-1.1181955078124972,-2.2183384765624985,,5.815754328545865,0.0,0.0,
859,859,-38.6105,Wed Mar 01 12:17:55 2017,860,227.19,45.4029,29.4783,49.2274,25.2036,1.0364281249999991,-2.2427625000000173,,5.735839985564451,-1.8827736328125262,-1.9156929687500248,
860,860,-59.2149,Wed Mar 01 12:17:55 2017,861,224.751,45.2256,29.372,49.327,25.0232,1.0873999999999557,-0.018052539062495654,,5.977754043116862,-1.8827736328125262,-1.9156929687500248,
861,861,-70.9182,Wed Mar 01 12:17:55 2017,862,222.411,45.2256,29.4766,49.3298,25.0232,0.10831523437504938,4.441986523437485,,6.056172817877641,-1.8827736328125262,-1.9156929687499873,
862,862,-88.7651,Wed Mar 01 12:17:55 2017,863,225.30900000000003,45.0483,29.7903,49.3372,24.8428,1.2254488281250113,6.642272460937488,,6.5477033729392495,-1.8827736328125262,-1.9156929687499873,
863,863,268.458,Wed Mar 01 12:17:55 2017,864,225.30900000000003,45.0483,30.1021,49.4452,24.8428,0.16884433593744605,7.759406054687525,,6.855141581324197,-1.8965785156249564,-0.01699062499999813,
864,864,265.696,Wed Mar 01 12:17:55 2017,865,224.683,44.8697,30.521,49.3531,24.8412,-0.8580265624999621,9.989425585937497,,7.236090353222517,-1.8827736328124507,-1.9156929687499873,
865,865,265.405,Wed Mar 01 12:17:55 2017,866,227.361,44.871,31.0428,49.3644,24.6624,-1.7181769531249949,19.959736718749962,,7.803854670609902,-1.8689687500000207,-3.814395312500014,
866,866,-88.7606,Wed Mar 01 12:17:55 2017,867,228.093,44.6937,32.4006,49.1913,24.482,-1.6725146484375635,22.162146484375036,,9.106735513892998,-1.8827736328125262,-1.9156929687500248,
867,867,-82.9342,Wed Mar 01 12:17:55 2017,868,228.093,44.6937,33.1298,49.2069,24.482,2.595317968749988,20.972802734375016,,9.75466140263208,0.0,0.0,
868,868,-77.2322,Wed Mar 01 12:17:55 2017,869,227.62,44.6937,34.3756,49.4357,24.482,3.6423652343750375,19.83867851562502,,10.971321021645478,-1.8965785156250317,-0.01699062499999813,
869,869,-74.4588,Wed Mar 01 12:17:55 2017,870,225.204,44.5151,34.998000000000005,49.5499,24.4804,3.6901513671875397,22.025159570312518,,11.66057977975367,-1.8838355468749859,-1.9156929687499873,
870,870,-80.0611,Wed Mar 01 12:17:55 2017,871,220.616,44.5163,36.4497,49.7832,24.3016,4.810470703124956,24.201021484374962,,13.240716340893341,0.012742968750045755,-1.898702343749989,
871,871,-85.8506,Wed Mar 01 12:17:55 2017,872,220.616,44.5163,37.277,50.0029,24.3016,2.6176181640624736,22.00710703125002,,14.087717512783964,-1.8965785156250317,-0.01699062499999813,
872,872,262.495,Wed Mar 01 12:17:55 2017,873,218.638,44.3377,38.5221,50.0297,24.3,-0.6902441406249759,17.644764062500002,,15.318844356216955,-1.8827736328125262,-1.9167548828125225,
873,873,259.653,Wed Mar 01 12:17:55 2017,874,217.412,44.339,38.9386,49.9379,24.1211,-0.8569646484375023,9.928896484374949,,15.840012230424573,-1.8827736328124507,-1.9167548828125225,
874,874,253.253,Wed Mar 01 12:17:55 2017,875,220.085,44.1604,39.4571,49.949,24.1195,-3.9248343749999828,16.58497382812498,,16.39359215425344,-1.8965785156249564,-0.01699062499999813,
875,875,247.828,Wed Mar 01 12:17:56 2017,876,220.085,44.1604,40.5004,49.5683,24.1195,-7.108452734374958,17.73396484375002,,17.250485999530564,0.0,0.0,
876,876,250.493,Wed Mar 01 12:17:56 2017,877,221.087,44.1604,41.1271,49.2796,24.1195,-6.131491796874971,13.308968945312532,,17.761325018139836,-1.8838355468750614,-1.9156929687499873,
877,877,253.256,Wed Mar 01 12:17:56 2017,878,223.18,43.983,41.7537,48.9909,23.9391,-5.9637093749999845,20.989793359375053,,18.5051083641788,-1.8838355468750614,-1.9156929687499873,
878,878,262.508,Wed Mar 01 12:17:56 2017,879,223.122,43.983,43.1037,48.718,23.9391,-3.7995285156250485,22.03790253906241,,19.740874300800364,0.0,0.0,
879,879,265.69,Wed Mar 01 12:17:56 2017,880,223.122,43.983,43.82899999999999,48.6331,23.9391,-1.7075578125000195,19.78664472656245,,20.426246645431455,0.0,0.0,
880,880,-85.8029,Wed Mar 01 12:17:56 2017,881,224.708,43.983,44.967,48.5572,23.9391,-0.661572460937505,18.661015820312585,,21.519662730860816,0.0,0.0,
881,881,-85.8021,Wed Mar 01 12:17:56 2017,882,224.277,43.983,45.5863,48.5708,23.9391,0.3122027343749515,14.243453320312543,,22.128017911236427,0.013804882812505553,-1.8997642578124865,
882,882,-85.9479,Wed Mar 01 12:17:56 2017,883,226.408,43.9843,46.3083,48.5866,23.7602,0.506533007812489,22.992563281249986,,23.012995869725437,0.013804882812505553,-1.8997642578124865,
883,883,268.466,Wed Mar 01 12:17:56 2017,884,226.408,43.9843,47.7515,48.6185,23.7602,1.5758804687500245,22.95964394531245,,24.43477614650889,-1.8965785156249564,-0.01699062499999813,
884,884,265.39,Wed Mar 01 12:17:56 2017,885,225.878,43.8057,48.4704,48.735,23.7586,-1.674638476562483,20.825196679687522,,25.19863206068932,-1.8838355468749859,-1.9156929687500248,
885,885,256.851,Wed Mar 01 12:17:56 2017,886,225.712,43.8069,49.7126,48.4608,23.5798,-4.90179531249997,19.79407812500005,,26.54396392873529,-1.8838355468749859,-1.9167548828125225,
886,886,256.85200000000003,Wed Mar 01 12:17:56 2017,887,225.793,43.6283,50.3344,48.2734,23.5781,-5.869199023437517,24.1681021484375,,27.156519359078406,-1.8965785156249564,-0.018052539062495654,
887,887,256.85200000000003,Wed Mar 01 12:17:56 2017,888,225.793,43.6283,51.9885,47.9081,23.5781,-5.8670751953125215,24.161730664062443,,28.73095049245674,0.012742968749970301,-1.898702343749989,
888,888,256.85200000000003,Wed Mar 01 12:17:56 2017,889,225.374,43.6295,52.6097,47.7209,23.3993,-4.869937890624969,20.847496875000008,,29.495542411015258,0.012742968749970301,-1.898702343749989,
889,889,253.231,Wed Mar 01 12:17:56 2017,890,224.723,43.6295,53.9517,47.4495,23.3993,-2.78327675781254,18.61004394531255,,30.790283301067564,0.0,0.0,
890,890,247.799,Wed Mar 01 12:17:56 2017,891,225.043,43.6295,54.3622,47.4588,23.3993,-0.9206794921875048,6.570062304687467,,31.19879348468463,0.0,0.0,
891,891,237.398,Wed Mar 01 12:17:56 2017,892,225.043,43.6295,54.5704,47.3628,23.3993,0.06371484375000241,3.278128710937519,,31.393868893463893,0.0,0.0,
892,892,216.491,Wed Mar 01 12:17:56 2017,893,225.974,43.6295,54.6709,47.4648,23.3993,3.18574218749997,-0.07645781249997272,,31.50591202695139,0.0,0.0,
893,893,205.863,Wed Mar 01 12:17:56 2017,894,227.36,43.6295,54.5632,47.6628,23.3993,3.1878660156250405,-0.08495312500002837,,31.423815365101675,0.013804882812505553,-1.8997642578124865,
894,894,190.643,Wed Mar 01 12:17:56 2017,895,228.719,43.6308,54.6629,47.765,23.2204,5.294703515625035,-1.2350060546875268,,31.713126870272504,0.013804882812505553,-1.8997642578124865,
895,895,172.315,Wed Mar 01 12:17:56 2017,896,228.719,43.6308,54.4469,48.1614,23.2204,4.205179687500008,-2.300105859374997,,31.553456840891457,0.0,0.0,
896,896,160.833,Wed Mar 01 12:17:56 2017,897,227.467,43.6308,54.4463,48.161,23.2204,1.1128859374999718,2.1333853515624703,,31.552805625649203,0.0,0.0,
897,897,141.709,Wed Mar 01 12:17:57 2017,898,226.841,43.6308,54.6478,48.2662,23.2204,2.1875429687499572,2.1100232421875247,,31.767411035839853,0.0,0.0,
898,898,131.672,Wed Mar 01 12:17:57 2017,899,226.215,43.6308,54.645,48.367,23.2204,0.009557226562515453,-0.0031857421874548486,,31.779507164208827,0.0,0.0,
899,899,121.261,Wed Mar 01 12:17:57 2017,900,226.215,43.6308,54.6475,48.2671,23.2204,-1.0523568359374997,0.028671679687470905,,31.767245585665748,-1.8965785156250317,-0.01699062499999813,
900,900,102.925,Wed Mar 01 12:17:57 2017,901,225.563,43.4522,54.6477,48.2679,23.2188,-0.012742968749970301,-1.086338085937496,,31.795702881049824,-1.8838355468749859,-1.9167548828125225,
901,901,96.864,Wed Mar 01 12:17:57 2017,902,227.289,43.4534,54.5452,48.2659,23.0399,-1.2796064453124982,-9.770671289062479,,31.870740254032384,0.012742968750045755,-1.8997642578125242,
902,902,94.075,Wed Mar 01 12:17:57 2017,903,227.093,43.4534,53.7276,48.1474,23.0399,-2.4710740234375135,-15.192804492187518,,31.044622195961736,0.0,0.0,
903,903,96.8655,Wed Mar 01 12:17:57 2017,904,227.093,43.4534,53.1145,48.0332,23.0399,-2.549655664062481,-18.47836660156256,,30.421310510890226,0.0,0.0,
904,904,105.72,Wed Mar 01 12:17:57 2017,905,228.446,43.4534,51.9875,47.9073,23.0399,-2.551779492187476,-18.488985742187534,,29.288236050844713,0.0,0.0,
905,905,108.451,Wed Mar 01 12:17:57 2017,906,230.918,43.4534,51.3734,47.7929,23.0399,-4.691536328125007,-18.457128320312457,,28.663888126002725,0.012742968749970301,-1.8997642578124865,
906,906,117.35,Wed Mar 01 12:17:57 2017,907,232.58900000000003,43.4546,50.2494,47.4655,22.861,-7.897454882812543,-18.392351562499993,,27.68053058324569,0.012742968749970301,-1.8997642578124865,
907,907,117.353,Wed Mar 01 12:17:57 2017,908,232.58900000000003,43.4546,49.6414,47.0492,22.861,-6.708111132812523,-12.968094531250035,,27.02056574759307,-1.8965785156249564,-0.01699062499999813,
908,908,117.35,Wed Mar 01 12:17:57 2017,909,230.388,43.276,49.0282,46.8338,22.8594,-5.643011328124977,-13.00313769531249,,26.409544378500733,-1.8838355468749859,-1.9167548828125225,
909,909,114.786,Wed Mar 01 12:17:57 2017,910,229.256,43.2772,48.4169,46.5178,22.6805,-9.02945527343747,-20.609628124999958,,25.939617832959684,0.012742968749970301,-1.8997642578125242,
910,910,105.735,Wed Mar 01 12:17:57 2017,911,227.056,43.2772,47.0874,45.9835,22.6805,-7.990903320312476,-21.74587617187495,,24.556482388566977,0.0,0.0,
911,911,99.658,Wed Mar 01 12:17:57 2017,912,227.056,43.2772,46.3691,45.7653,22.6805,-3.690151367187464,-20.76891523437504,,23.818908698133093,-1.8838355468749859,-1.9167548828124847,
912,912,91.3251,Wed Mar 01 12:17:57 2017,913,234.004,43.0998,45.1316,45.636,22.5,-2.622927734374999,-20.802896484375037,,22.77326566393147,-1.8838355468749859,-1.9167548828124847,
913,913,88.3854,Wed Mar 01 12:17:57 2017,914,238.131,43.0998,44.4101,45.5183,22.5,0.513966406249934,-24.194649999999978,,22.043176365034146,0.013804882812505553,-1.8997642578124865,
914,914,88.5296,Wed Mar 01 12:17:57 2017,915,238.171,43.1011,42.8532,45.6844,22.3211,1.5610136718749839,-25.3340837890625,,20.693974226812983,0.013804882812505553,-1.8997642578124865,
915,915,88.5305,Wed Mar 01 12:17:57 2017,916,238.171,43.1011,42.0244,45.6653,22.3211,0.6923679687500464,-16.526568554687504,,19.869452748628987,-1.8848974609375213,-1.91781679687502,
916,916,91.3206,Wed Mar 01 12:17:57 2017,917,234.467,42.9236,41.2969,45.7496,22.1405,-0.5352046875000354,-23.129550195312508,,19.363727351933047,-1.8848974609375213,-1.91781679687502,
917,917,94.2581,Wed Mar 01 12:17:57 2017,918,231.189,42.9236,39.8463,45.6149,22.1405,-2.6845187500000063,-23.107250000000022,,17.90917221230507,-1.8838355468749859,-1.9167548828124847,
918,918,96.8867,Wed Mar 01 12:17:58 2017,919,229.789,42.7462,39.1209,45.4968,21.96,-2.6632804687499805,-22.030469140624966,,17.379939274059616,-1.8838355468749859,-1.9167548828124847,
