,agent0_x,time,agent1_x,agent0_y,agent1_angle,agent0_angle,agent1_y
1178,Attraction,follows,64.3138,74.6129,-12.2955,-0.21459699999999998,1
1179,Attraction,follows,64.5094,74.6055,-17.7069,-0.30904299999999996,1
1180,Attraction,follows,64.8032,74.5947,-18.6737,-0.325917,1
1181,Attraction,follows,65.0996,74.7839,-17.7072,-0.30904899999999996,1
1182,Attraction,follows,65.2951,74.7767,-17.7096,-0.30909200000000003,1
1183,Attraction,follows,65.8863,75.0551,-15.0358,-0.262424,1
1184,Attraction,follows,65.9838,75.0515,-14.2599,-0.24888200000000002,1
1185,Attraction,follows,66.3761,75.1371,-11.6299,-0.20298,1
1186,Attraction,follows,66.4754,75.2333,-15.0351,-0.262411,1
1187,Attraction,follows,66.6706,75.226,-15.0372,-0.262448,1
1188,Attraction,follows,67.064,75.4113,-15.0344,-0.2624,1
1189,Attraction,follows,67.2591,75.404,-15.0364,-0.262435,1
1190,Attraction,follows,67.6508,75.4895,-12.2905,-0.21450999999999998,1
1191,Attraction,follows,67.8458,75.4822,-12.2921,-0.214538,1
1192,Attraction,follows,68.2385,75.6672,-12.2888,-0.21448000000000003,1
1193,Attraction,follows,68.4334,75.66,-12.2904,-0.214508,1
1194,Attraction,follows,68.6295,75.7523,-15.0372,-0.262448,1
1195,Attraction,follows,69.01899999999999,75.7377,-15.0412,-0.262519,1
1196,Attraction,follows,69.0204,75.8373,-17.7141,-0.30917,1
1197,Attraction,follows,69.4112,75.9225,-15.0385,-0.262471,1
1198,Attraction,follows,69.7043,76.0114,-11.6234,-0.20286600000000002,1
1199,Comfort,follows,69.9976,76.0999,-15.0378,-0.262459,1
1200,Comfort,follows,70.3879,76.1851,-12.2871,-0.21445,1
1201,Comfort,follows,70.5823,76.1778,-12.2888,-0.21448000000000003,1
1202,Comfort,follows,70.7766,76.1705,-12.2905,-0.214509,1
1203,Comfort,follows,71.0704,76.3586,-11.6211,-0.202827,1
1204,Comfort,follows,71.2647,76.3513,-11.6227,-0.202855,1
1205,Comfort,follows,71.4588,76.3439,-11.6243,-0.20288299999999998,1
1206,Comfort,follows,71.5574,76.4397,-15.0406,-0.262507,1
1207,Comfort,follows,71.7527,76.5317,-17.7202,-0.309277,1
1208,Comfort,follows,71.9467,76.5243,-17.7227,-0.309319,1
1209,Comfort,follows,72.044,76.5207,-18.6917,-0.326231,1
1210,Comfort,follows,72.142,76.6163,-20.3221,-0.354688,1
1211,Comfort,follows,72.2378,76.513,-23.9981,-0.41884499999999997,1
1212,Comfort,follows,72.4343,76.7046,-23.9944,-0.418782,1
1213,Comfort,follows,72.4342,76.7043,-28.8832,-0.504108,1
1214,Comfort,follows,72.5314,76.7006,-30.293000000000003,-0.528712,1
1215,Comfort,follows,72.7265,76.7925,-32.6306,-0.569511,1
1216,Comfort,follows,72.7265,76.7925,-32.6306,-0.569511,1
1217,Comfort,follows,72.9228,76.984,-32.6286,-0.569476,1
1218,Comfort,follows,72.8248,76.8881,-36.4652,-0.6364380000000001,1
1219,Comfort,follows,72.9231,76.9837,-40.3589,-0.704395,1
1220,Comfort,follows,73.0192,76.8803,-52.041000000000004,-0.9082870000000001,1
1221,Comfort,follows,73.0195,76.8801,-59.4767,-1.03806,1
1222,Comfort,follows,73.1184,76.976,-72.8592,-1.27163,1
1223,Comfort,follows,73.1186,76.9762,-78.1919,-1.36471,1
1224,Comfort,follows,73.1192,76.9768,265.164,4.62798,1
1225,Attraction,follows,73.1192,76.977,259.738,4.53328,1
1226,Attraction,follows,73.2162,76.9736,252.02599999999998,4.398680000000001,1
1227,Attraction,follows,73.1216,77.1769,235.045,4.1023,1
1228,Attraction,follows,73.0269,77.3797,225.22099999999998,3.93086,1
1229,Attraction,follows,72.9297,77.3835,219.196,3.82568,1
1230,Attraction,follows,72.7388,77.6892,201.761,3.5213900000000002,1
1231,Attraction,follows,72.5449,77.6965,196.476,3.42915,1
1232,Attraction,follows,72.2536,77.7074,184.99099999999999,3.22871,1
1233,Attraction,follows,72.1579,77.8102,176.34400000000002,3.0777799999999997,1
1234,Attraction,follows,71.8666,77.8212,171.11700000000002,2.98655,1
1235,Attraction,follows,71.6712,77.7291,168.421,2.93951,1
1236,Attraction,follows,71.4772,77.7366,168.423,2.93954,1
1237,Attraction,follows,71.0878,77.6522,171.115,2.98652,1
1238,Attraction,follows,70.5027,77.4759,176.614,3.0825,1
1239,Attraction,follows,70.3084,77.4833,176.615,3.0825099999999996,1
1240,Attraction,follows,69.9199,77.4984,182.19400000000002,3.17988,1
1241,Attraction,follows,69.7242,77.4064,184.976,3.22845,1
1242,Attraction,follows,69.3367,77.521,187.74400000000003,3.27675,1
1243,Attraction,follows,69.1422,77.5284,187.743,3.27674,1
1244,Attraction,follows,68.7515,77.4436,184.975,3.2284200000000003,1
1245,Attraction,follows,68.5582,77.5506,182.19400000000002,3.17988,1
1246,Attraction,follows,68.5582,77.5506,182.19400000000002,3.17988,1
1247,Attraction,follows,68.3633,77.5578,176.62099999999998,3.08261,1
1248,Attraction,follows,68.1686,77.5653,176.62099999999998,3.08263,1
1249,Attraction,follows,67.9738,77.5727,176.622,3.08264,1
1250,Attraction,follows,67.5828,77.4881,179.40200000000002,3.13116,1
1251,Attraction,follows,67.3881,77.4958,184.97299999999998,3.22839,1
1252,Attraction,follows,66.9983,77.5109,190.465,3.32425,1
1253,Attraction,follows,66.90100000000001,77.5146,190.87099999999998,3.3313300000000003,1
1254,Attraction,follows,66.706,77.5221,190.87,3.3313099999999998,1
1255,Attraction,follows,66.1221,77.6441,188.01,3.28139,1
1256,Attraction,follows,65.9284,77.7512,185.115,3.23087,1
1257,Attraction,follows,65.4399,77.7697,179.412,3.13132,1
1258,Attraction,follows,65.2429,77.6774,176.63099999999997,3.08278,1
1259,Attraction,follows,64.8522,77.6923,176.632,3.08281,1
1260,Attraction,follows,64.4597,77.6076,179.407,3.13124,1
1261,Attraction,follows,64.0703,77.7225,182.19400000000002,3.17988,1
1262,Attraction,follows,64.0703,77.7225,182.19400000000002,3.17988,1
1263,Attraction,follows,63.6775,77.6378,184.968,3.2283,1
1264,Attraction,follows,63.4835,77.7452,187.72799999999998,3.27647,1
1265,Attraction,follows,63.2878,77.7527,187.72799999999998,3.2764599999999997,1
1266,Attraction,follows,63.092,77.7602,187.727,3.2764599999999997,1
1267,Attraction,follows,62.7002,77.775,182.19400000000002,3.17988,1
1268,Attraction,follows,62.5043,77.7825,182.19400000000002,3.17988,1
1269,Attraction,follows,62.1123,77.7973,176.64,3.08295,1
1270,Attraction,follows,62.0145,77.801,176.364,3.0781400000000003,1
1271,Attraction,follows,61.9163,77.8048,176.641,3.08297,1
1272,Attraction,follows,61.5225,77.72,179.41099999999997,3.13132,1
1273,Attraction,follows,61.3264,77.7275,179.41099999999997,3.13132,1
1274,Attraction,follows,61.1304,77.7352,184.96400000000003,3.22823,1
1275,Attraction,follows,60.9341,77.7427,184.96400000000003,3.22823,1
1276,Attraction,follows,60.5416,77.7577,184.963,3.22822,1
1277,Attraction,follows,60.3453,77.7652,184.963,3.22822,1
1278,Attraction,follows,59.9523,77.78,179.41400000000002,3.13136,1
1279,Attraction,follows,59.9523,77.78,179.41400000000002,3.13136,1
1280,Attraction,follows,59.56100000000001,77.895,176.648,3.0830900000000003,1
1281,Attraction,follows,59.3645,77.9025,176.649,3.0831,1
1282,Attraction,follows,58.9696,77.8176,179.415,3.13138,1
1283,Attraction,follows,58.7712,77.7252,182.188,3.17978,1
1284,Attraction,follows,58.3777,77.7402,182.188,3.17978,1
1285,Attraction,follows,58.1809,77.7477,182.188,3.17978,1
1286,Attraction,follows,57.68899999999999,77.7665,182.188,3.17978,1
1287,Attraction,follows,57.3934,77.7778,182.188,3.17978,1
1288,Attraction,follows,57.1964,77.7853,182.188,3.17978,1
1289,Attraction,follows,56.8023,77.8004,182.188,3.17978,1
1290,Attraction,follows,56.6052,77.8079,182.188,3.17978,1
1291,Attraction,follows,56.4098,77.9156,179.419,3.13145,1
1292,Attraction,follows,56.0115,77.7302,179.41299999999998,3.13135,1
1293,Attraction,follows,55.8143,77.7377,179.41400000000002,3.13136,1
1294,Attraction,follows,55.3211,77.7565,179.27599999999998,3.12895,1
1295,Attraction,follows,55.1237,77.764,179.27599999999998,3.1289599999999997,1
1296,Attraction,follows,54.8272,77.7754,179.415,3.13138,1
1297,Attraction,follows,54.5313,77.7868,185.08700000000002,3.23038,1
1298,Attraction,follows,54.2347,77.7982,184.949,3.22797,1
1299,Attraction,follows,53.8393,77.8133,184.94799999999998,3.22796,1
1300,Attraction,follows,53.5428,77.8244,179.27900000000002,3.1289999999999996,1
1301,Attraction,follows,53.048,77.8432,179.418,3.13143,1
1302,Attraction,follows,52.9471,77.7465,176.38099999999997,3.07843,1
1303,Attraction,follows,52.7492,77.75399999999999,176.382,3.07844,1
1304,Attraction,follows,52.254,77.7729,176.658,3.08327,1
1305,Attraction,follows,51.9572,77.7844,182.18200000000002,3.17967,1
1306,Attraction,follows,51.7591,77.792,182.18200000000002,3.17967,1
1307,Attraction,follows,51.3607,77.7067,185.077,3.2302,1
1308,Attraction,follows,51.0651,77.8184,182.18200000000002,3.17967,1
1309,Comfort,follows,50.5672,77.7366,179.27700000000002,3.12898,1
1310,Comfort,follows,50.4678,77.7404,179.415,3.13139,1
1311,Comfort,follows,49.9717,77.7591,173.521,3.02851,1
1312,Attraction,follows,49.6739,77.7701,167.19799999999998,2.91816,1
1313,Comfort,follows,49.473,77.67699999999999,164.361,2.86864,1
1314,Comfort,follows,49.0733,77.5913,161.61,2.82063,1
1315,Comfort,follows,48.8744,77.5985,156.389,2.72951,1
1316,Comfort,follows,48.2714,77.3186,146.326,2.55387,1
1317,Comfort,follows,48.1677,77.12100000000001,144.639,2.5244299999999997,1
1318,Comfort,follows,47.9663,77.0276,142.378,2.48496,1
1319,Comfort,follows,47.5618,76.7402,136.378,2.38024,1
1320,Comfort,follows,47.4601,76.643,132.236,2.30795,1
1321,Comfort,follows,47.2539,76.3478,130.391,2.27576,1
1322,Comfort,follows,47.0547,76.3552,130.39700000000002,2.2758599999999998,1
1323,Comfort,follows,46.9507,76.1573,128.14700000000002,2.23659,1
1324,Comfort,follows,46.6402,75.6638,124.145,2.1667400000000003,1
1325,Attraction,follows,46.5383,75.5664,120.271,2.09912,1
1326,Attraction,follows,46.2323,75.2745,116.551,2.03421,1
1327,Attraction,follows,46.23,75.1737,117.773,2.05552,1
1328,Comfort,follows,46.1233,74.8743,114.03200000000001,1.99023,1
1329,Attraction,follows,46.0169,74.5749,105.25,1.83696,1
1330,Attraction,follows,45.9125,74.3765,102.54,1.7896599999999998,1
1331,Attraction,follows,45.9033,73.9724,96.9828,1.6926700000000001,1
1332,Attraction,follows,45.7989,73.7739,94.1658,1.6435,1
1333,Attraction,follows,45.6944,73.5753,91.3386,1.59416,1
1334,Attraction,follows,45.785,73.1675,82.9249,1.44731,1
1335,Attraction,follows,45.7803,72.9652,82.9255,1.4473200000000002,1
1336,Attraction,follows,45.7709,72.5606,77.5098,1.3528,1
1337,Attraction,follows,45.8661,72.3545,80.1904,1.39959,1
1338,Attraction,follows,45.8566,71.9496,80.1917,1.39961,1
1339,Attraction,follows,45.9541,71.8449,82.4899,1.43972,1
1340,Attraction,follows,45.9518,71.7435,82.9251,1.4473200000000002,1
1341,Attraction,follows,46.0469,71.5374,85.7002,1.49575,1
1342,Attraction,follows,46.0422,71.3348,85.7006,1.49576,1
1343,Attraction,follows,46.0329,70.9298,80.1917,1.39961,1
1344,Attraction,follows,46.0306,70.8286,79.6229,1.38968,1
1345,Attraction,follows,46.2211,70.4166,74.0813,1.29296,1
1346,Attraction,follows,46.2164,70.2138,74.0821,1.29298,1
1347,Attraction,follows,46.2117,70.0113,68.8673,1.2019600000000001,1
1348,Attraction,follows,46.3093,69.9067,65.1994,1.13794,1
1349,Attraction,follows,46.5045,69.6972,65.1987,1.1379299999999999,1
1350,Attraction,follows,46.4998,69.4944,65.1994,1.13794,1
1351,Attraction,follows,46.4998,69.4944,65.1994,1.13794,1
1352,Attraction,follows,46.4952,69.2915,65.2001,1.13796,1
1353,Attraction,follows,46.6904,69.0818,70.4215,1.22909,1
1354,Attraction,follows,46.7834,68.7739,74.0802,1.29294,1
1355,Attraction,follows,46.8787,68.5675,76.8118,1.3406200000000001,1
1356,Attraction,follows,47.0647,67.952,76.8113,1.34061,1
1357,Attraction,follows,47.16,67.7458,74.0792,1.29293,1
1358,Attraction,follows,47.1508,67.3397,74.0807,1.29295,1
1359,Attraction,follows,47.3415,66.9272,68.8678,1.20197,1
1360,Attraction,follows,47.4345,66.6194,65.202,1.13799,1
1361,Attraction,follows,47.5275,66.3116,61.3665,1.07105,1
1362,Attraction,follows,47.6228,66.1053,58.9649,1.0291299999999999,1
1363,Attraction,follows,47.8158,65.7941,57.3855,1.00157,1
1364,Attraction,follows,47.9136,65.6891,61.3663,1.07104,1
1365,Attraction,follows,47.909,65.4859,61.3667,1.07105,1
1366,Attraction,follows,48.2021,65.1712,65.2013,1.13798,1
1367,Attraction,follows,48.1998,65.0697,63.8922,1.11513,1
1368,Attraction,follows,48.2975,64.9647,67.7577,1.1826,1
1369,Attraction,follows,48.293,64.7613,67.7585,1.18261,1
1370,Attraction,follows,48.4883,64.5517,67.7575,1.18259,1
1371,Attraction,follows,48.5837,64.3453,65.2013,1.13798,1
1372,Attraction,follows,48.6791,64.1389,62.7543,1.09527,1
1373,Attraction,follows,48.6745,63.9356,59.8516,1.04461,1
1374,Attraction,follows,48.8676,63.6243,56.6871,0.989376,1
1375,Attraction,follows,48.9653,63.5195,57.386,1.00157,1
1376,Attraction,follows,49.256,63.1034,55.0574,0.960933,1
1377,Attraction,follows,49.3515,62.8968,57.386,1.00158,1
1378,Attraction,follows,49.5468,62.6872,57.3859,1.00157,1
1379,Attraction,follows,49.5447,62.5853,58.9654,1.02914,1
1380,Comfort,follows,49.7378,62.273999999999994,57.386,1.00158,1
1381,Attraction,follows,49.8355,62.169,61.3663,1.07104,1
1382,Attraction,follows,49.9309,61.9625,58.9654,1.02914,1
1383,Attraction,follows,50.0286,61.8577,59.8511,1.0446,1
1384,Attraction,follows,50.123999999999995,61.6511,57.386,1.00158,1
1385,Attraction,follows,50.2195,61.4446,55.0576,0.960936,1
1386,Attraction,follows,50.3149,61.238,52.8616,0.922608,1
1387,Attraction,follows,50.5124,61.1304,51.0619,0.891199,1
1388,Attraction,follows,50.7053,60.8191,45.0547,0.786353,1
1389,Attraction,follows,50.9005,60.6096,40.7118,0.710555,1
1390,Attraction,follows,50.9981,60.5049,41.1441,0.718101,1
1391,Attraction,follows,51.293,60.2925,34.9647,0.6102479999999999,1
1392,Attraction,follows,51.3886,60.0858,36.5672,0.638219,1
1393,Attraction,follows,51.7831,59.8707,33.4857,0.584436,1
1394,Attraction,follows,51.9807,59.7629,34.063,0.594511,1
1395,Attraction,follows,52.2735,59.4488,34.9631,0.610221,1
1396,Attraction,follows,52.3733,59.4459,36.568000000000005,0.6382329999999999,1
1397,Attraction,follows,52.4729,59.4431,34.9644,0.610244,1
1398,Attraction,follows,52.8653,59.1261,32.5185,0.567555,1
1399,Attraction,follows,52.9649,59.1233,31.1027,0.542845,1
1400,Attraction,follows,53.16,58.9139,31.1015,0.542824,1
1401,Attraction,follows,53.5543,58.6988,25.9753,0.453354,1
1402,Attraction,follows,53.7514,58.5913,23.2361,0.405547,1
1403,Attraction,follows,54.0478,58.481,19.4652,0.33973200000000003,1
1404,Attraction,follows,54.2429,58.2717,19.4624,0.33968200000000004,1
1405,Attraction,follows,54.641000000000005,58.2606,19.465,0.33972800000000003,1
1406,Attraction,follows,54.8381,58.1532,22.199,0.387446,1
1407,Attraction,follows,55.1348,58.043,25.9771,0.45338599999999996,1
1408,Attraction,follows,55.4291,57.8311,24.8359,0.43346899999999994,1
1409,Attraction,follows,55.7255,57.7209,23.2357,0.40554,1
1410,Attraction,follows,56.0236,57.7127,22.1998,0.38745999999999997,1
1411,Attraction,follows,56.4152,57.3962,19.4601,0.339643,1
1412,Attraction,follows,56.5144,57.3935,18.6219,0.325013,1
1413,Attraction,follows,56.9097,57.2807,15.915,0.277769,1
1414,Attraction,follows,57.1063,57.1733,13.1367,0.229278,1
1415,Attraction,follows,57.4038,57.165,7.143,0.124669,1
1416,Attraction,follows,57.5033,57.1623,7.41973,0.129499,1
1417,Attraction,follows,57.6998,57.055,4.50183,0.07857180000000001,1
1418,Attraction,follows,58.3942,57.0361,9.893839999999999,0.17268,1
1419,Attraction,follows,58.6901,56.9263,13.1396,0.22933,1
1420,Attraction,follows,59.3842,56.9075,19.4715,0.339843,1
1421,Attraction,follows,59.5806,56.8004,22.2098,0.38763400000000003,1
1422,Attraction,follows,59.975,56.6879,24.8522,0.433752,1
1423,Attraction,follows,60.1694,56.4792,24.8501,0.433717,1
1424,Attraction,follows,60.463,56.2677,25.9903,0.45361599999999996,1
1425,Attraction,follows,60.7579,56.158,22.2068,0.38758200000000004,1
1426,Attraction,follows,61.3478,55.9386,16.6342,0.29032199999999997,1
1427,Attraction,follows,61.6443,55.9306,15.9149,0.27776799999999996,1
1428,Attraction,follows,62.0378,55.8181,7.39917,0.12914,1
1429,Attraction,follows,62.1346,55.7138,4.333480000000001,0.0756335,1
1430,Attraction,follows,62.6288,55.7006,4.47401,0.0780862,1
1431,Attraction,follows,62.8263,55.6953,4.4743,0.0780913,1
1432,Attraction,follows,63.5173,55.677,9.88171,0.172468,1
1433,Attraction,follows,63.7147,55.6717,9.88247,0.172482,1
1434,Attraction,follows,64.0093,55.5623,13.1366,0.229278,1
1435,Attraction,follows,64.4022,55.4503,15.9219,0.277889,1
1436,Attraction,follows,64.501,55.4476,16.6442,0.290496,1
1437,Attraction,follows,64.8938,55.3357,19.4792,0.339977,1
1438,Attraction,follows,64.9921,55.3331,18.6386,0.325304,1
1439,Attraction,follows,65.2879,55.3252,19.4818,0.340022,1
1440,Attraction,follows,65.6787,55.1117,19.4803,0.339995,1
1441,Attraction,follows,65.8742,55.0051,22.2241,0.387885,1
1442,Attraction,follows,65.9725,55.0025,21.2751,0.371321,1
1443,Attraction,follows,66.4618,54.7865,22.2246,0.387892,1
1444,Attraction,follows,66.56,54.7839,21.2753,0.371325,1
1445,Attraction,follows,67.04899999999999,54.568000000000005,22.225,0.387899,1
1446,Attraction,follows,67.2457,54.5629,22.2263,0.387923,1
1447,Attraction,follows,67.6376,54.4512,24.8743,0.434138,1
1448,Attraction,follows,67.8328,54.3446,27.4164,0.47850699999999996,1
1449,Attraction,follows,68.1234,54.0325,31.1543,0.543746,1
1450,Attraction,follows,68.1234,54.0325,31.1543,0.543746,1
1451,Attraction,follows,68.4169,53.9234,35.0221,0.611251,1
1452,Attraction,follows,68.6134,53.9183,35.0235,0.611275,1
1453,Attraction,follows,68.905,53.7079,33.5434,0.585443,1
1454,Attraction,follows,69.0985,53.4999,33.5425,0.585428,1
1455,Attraction,follows,69.4884,53.287,33.543,0.585436,1
1456,Attraction,follows,69.6819,53.0791,33.5422,0.585422,1
1457,Attraction,follows,70.1685,52.7622,37.3373,0.651658,1
1458,Attraction,follows,70.3636,52.6557,43.0119,0.750699,1
1459,Attraction,follows,70.557,52.4478,43.0117,0.750696,1
1460,Attraction,follows,70.9452,52.1336,45.1045,0.787222,1
1461,Attraction,follows,71.0421,52.0296,49.0062,0.8553200000000001,1
1462,Attraction,follows,71.332,51.718,45.1043,0.787219,1
1463,Attraction,follows,71.4288,51.614,49.0064,0.855324,1
1464,Attraction,follows,71.8156,51.1985,49.0063,0.8553219999999999,1
1465,Attraction,follows,72.009,50.9906,53.2983,0.9302309999999999,1
1466,Attraction,follows,72.2011,50.6813,55.0521,0.9608399999999999,1
1467,Attraction,follows,72.3958,50.575,56.668,0.989042,1
1468,Attraction,follows,72.6845,50.1618,58.9249,1.02843,1
1469,Attraction,follows,72.78,49.9563,61.3009,1.0699,1
1470,Attraction,follows,72.9707,49.5455,61.301,1.0699,1
1471,Attraction,follows,73.1641,49.3378,61.3007,1.0699,1
1472,Attraction,follows,73.3549,48.9269,61.3009,1.0699,1
1473,Attraction,follows,73.4503,48.7214,63.7962,1.11345,1
1474,Attraction,follows,73.6399,48.2088,65.0887,1.13601,1
1475,Attraction,follows,73.8345,48.1028,63.7958,1.11345,1
1476,Attraction,follows,73.8321,47.8993,66.2695,1.15662,1
1477,Attraction,follows,73.9287,47.7955,67.6085,1.1799899999999999,1
1478,Attraction,follows,74.1184,47.2827,68.7002,1.19905,1
1479,Attraction,follows,74.2139,47.0771,71.2197,1.24302,1
1480,Attraction,follows,74.4048,46.6658,76.5012,1.3352,1
1481,Attraction,follows,74.5003,46.4603,73.8215,1.28843,1
1482,Attraction,follows,74.4954,46.0534,73.82300000000001,1.28845,1
1483,Attraction,follows,74.5885,45.6444,71.2208,1.24304,1
1484,Attraction,follows,74.6852,45.5407,67.6098,1.18001,1
1485,Attraction,follows,74.7783,45.1316,65.0906,1.13604,1
1486,Attraction,follows,74.9717,44.9238,65.09,1.1360299999999999,1
1487,Attraction,follows,75.1616,44.4103,71.2192,1.24301,1
1488,Attraction,follows,75.1593,44.2066,71.22,1.24302,1
1489,Attraction,follows,75.4471,43.691,74.6152,1.3022799999999999,1
1490,Attraction,follows,75.4458,43.589,79.241,1.3830200000000001,1
1491,Attraction,follows,75.5414,43.3834,76.4964,1.33511,1
1492,Attraction,follows,75.6347,42.9736,79.2399,1.383,1
1493,Attraction,follows,75.6323,42.7698,79.2405,1.38301,1
1494,Attraction,follows,75.6289,42.4638,79.7974,1.39273,1
1495,Attraction,follows,75.8201,42.052,79.7955,1.39269,1
1496,Attraction,follows,75.8177,41.848,79.796,1.3927,1
1497,Attraction,follows,75.9122,41.5403,76.4974,1.33513,1
1498,Attraction,follows,75.9111,41.4382,77.1775,1.347,1
1499,Attraction,follows,76.0044,41.028,79.7955,1.39269,1
1500,Attraction,follows,76.0021,40.8239,79.796,1.3927,1
1501,Attraction,follows,76.0977,40.6178,82.4614,1.4392200000000002,1
1502,Attraction,follows,76.0954,40.4136,82.4619,1.43923,1
1503,Attraction,follows,76.0931,40.2094,82.4624,1.4392399999999999,1
1504,Attraction,follows,76.1865,39.7992,79.796,1.3927,1
1505,Attraction,follows,76.1842,39.5949,79.7967,1.3927100000000001,1
1506,Attraction,follows,76.2799,39.3886,82.461,1.4392200000000002,1
1507,Attraction,follows,76.2753,38.9799,82.4621,1.4392399999999999,1
1508,Attraction,follows,76.3711,38.7738,79.7961,1.3927100000000001,1
1509,Attraction,follows,76.4656,38.4654,82.0364,1.4318,1
1510,Attraction,follows,76.4634,38.260999999999996,82.0369,1.43181,1
1511,Attraction,follows,76.4622,38.1586,82.4607,1.43921,1
1512,Attraction,follows,76.5534,37.5431,85.162,1.4863600000000001,1
1513,Comfort,follows,76.5534,37.5431,85.162,1.4863600000000001,1
1514,Comfort,follows,76.6469,37.132,87.8881,1.5339399999999999,1
1515,Comfort,follows,76.6446,36.9274,87.8883,1.5339399999999999,1
1516,Comfort,follows,76.6377,36.313,93.3715,1.62964,1
1517,Comfort,follows,76.6355,36.1082,93.3712,1.62964,1
1518,Comfort,follows,76.535,35.9048,96.1039,1.67733,1
1519,Comfort,follows,76.5328,35.7,96.1035,1.6773200000000001,1
1520,Comfort,follows,76.6263,35.2884,98.8064,1.7245,1
1521,Comfort,follows,76.528,35.2899,101.48100000000001,1.7711700000000001,1
1522,Comfort,follows,76.5235,34.8799,101.478,1.7711299999999999,1
1523,Comfort,follows,76.5224,34.7776,102.035,1.7808400000000002,1
1524,Comfort,follows,76.4199,34.3691,99.2324,1.73193,1
1525,Comfort,follows,76.3182,34.0626,101.48,1.77115,1
1526,Comfort,follows,76.31,33.3443,107.465,1.87562,1
1527,Comfort,follows,76.2116,33.3457,110.08,1.92125,1
1528,Comfort,follows,76.3094,33.3443,120.06,2.09544,1
1529,Comfort,follows,76.506,33.4444,142.68200000000002,2.49027,1
1530,Comfort,follows,76.7033,33.5445,153.224,2.67426,1
1531,Comfort,follows,76.703,33.5447,160.746,2.80556,1
1532,Comfort,follows,76.8987,33.4401,180.87,3.15678,1
1533,Comfort,follows,76.8978,33.3378,189.775,3.31219,1
1534,Comfort,follows,76.8996,33.4406,205.75,3.59102,1
1535,Attraction,follows,76.8987,33.338,213.37400000000002,3.7240800000000003,1
1536,Attraction,follows,76.9959,33.2339,217.21099999999998,3.79105,1
1537,Attraction,follows,76.9963,33.2337,225.049,3.92785,1
1538,Attraction,follows,76.9963,33.2337,225.049,3.92785,1
1539,Attraction,follows,76.8994,33.3376,228.979,3.99643,1
1540,Attraction,follows,76.8994,33.3376,228.979,3.99643,1
1541,Attraction,follows,76.8994,33.3376,228.979,3.99643,1
1542,Attraction,follows,76.8022,33.4419,225.049,3.92785,1
1543,Attraction,follows,76.51100000000001,33.7543,221.115,3.8591900000000003,1
1544,Attraction,follows,76.51100000000001,33.7543,221.115,3.8591900000000003,1
1545,Attraction,follows,76.1229,34.1707,221.11599999999999,3.8592,1
1546,Attraction,follows,75.8307,34.3804,222.94,3.8910400000000003,1
1547,Attraction,follows,75.3445,34.7984,228.97799999999998,3.9964199999999996,1
1548,Attraction,follows,75.2487,35.005,231.06799999999998,4.0329,1
1549,Attraction,follows,74.8606,35.4215,234.52900000000002,4.0932900000000005,1
1550,Attraction,follows,74.7635,35.5256,235.055,4.10249,1
1551,Attraction,follows,74.4736,35.9406,237.373,4.14294,1
1552,Attraction,follows,74.3777,36.1473,235.055,4.10249,1
1553,Attraction,follows,74.1835,36.3557,235.055,4.10248,1
1554,Attraction,follows,73.8934,36.7708,232.86599999999999,4.06427,1
1555,Attraction,follows,73.6993,36.9791,232.865,4.06427,1
1556,Attraction,follows,73.4081,37.2915,236.678,4.130809999999999,1
1557,Attraction,follows,73.3123,37.498000000000005,238.94299999999998,4.17034,1
1558,Attraction,follows,73.2153,37.6022,238.175,4.1569400000000005,1
1559,Attraction,follows,72.92399999999999,37.9148,238.94299999999998,4.17035,1
1560,Attraction,follows,72.7323,38.3281,238.94299999999998,4.17035,1
1561,Attraction,follows,72.7323,38.3281,238.94299999999998,4.17035,1
1562,Attraction,follows,72.6365,38.5348,236.678,4.130809999999999,1
1563,Attraction,follows,72.5407,38.7413,238.94299999999998,4.17034,1
1564,Attraction,follows,72.3491,39.1545,238.94299999999998,4.17034,1
1565,Attraction,follows,72.1523,39.1581,238.94299999999998,4.17035,1
1566,Attraction,follows,71.9608,39.5713,238.94299999999998,4.17035,1
1567,Attraction,follows,71.9634,39.7761,238.94299999999998,4.17034,1
1568,Attraction,follows,71.8676,39.9825,241.326,4.21194,1
1569,Attraction,follows,71.5764,40.2951,240.386,4.19552,1
1570,Attraction,follows,71.4806,40.5016,242.703,4.2359599999999995,1
1571,Attraction,follows,71.3848,40.7082,240.386,4.19552,1
1572,Attraction,follows,71.192,41.019,238.94299999999998,4.17034,1
1573,Attraction,follows,70.902,41.434,236.678,4.1308,1
1574,Attraction,follows,70.7091,41.7448,235.055,4.10248,1
1575,Attraction,follows,70.6134,41.9512,237.373,4.14294,1
1576,Attraction,follows,70.3221,42.2639,236.678,4.1308,1
1577,Attraction,follows,70.2264,42.4702,238.94299999999998,4.17035,1
1578,Attraction,follows,70.0322,42.6787,238.94299999999998,4.17035,1
1579,Attraction,follows,69.8408,43.0916,238.94299999999998,4.17035,1
1580,Attraction,follows,69.7452,43.2979,241.328,4.2119599999999995,1
1581,Attraction,follows,69.5509,43.5064,241.328,4.21197,1
1582,Attraction,follows,69.4552,43.7129,238.94299999999998,4.17035,1
1583,Attraction,follows,69.3596,43.9192,241.328,4.21197,1
1584,Attraction,follows,69.0696,44.3342,238.94299999999998,4.17035,1
